"ID","EMBED_STR","SPORT_TYPE","DIFFICULTY","MOVING_TIME_SECONDS","DISTANCE_METERS","GENERATION_MODEL","WORKOUT_SOURCE","STORE_VERSION","RAW_JSON_STR","CREATED_AT"
"SLAM_dba5438fe7474550a1","Threshold Intervals
## Warm-up
• 800m progressive
• 300m drill and technique work

## Main Set
### Threshold Set
6 x 300m at threshold pace (comfortably hard)
• Rest: 30 seconds between reps
• This should feel challenging but sustainable
• Focus on efficient stroke mechanics

## Cool-down
• 400m easy swimming

**Tips:** Threshold swimming builds your sustainable hard pace. Maintain form even when fatigued.","swim","hard","4200","3500","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Threshold Intervals"", ""workout_instructions"": ""Threshold Intervals\n## Warm-up\n\u2022 800m progressive\n\u2022 300m drill and technique work\n\n## Main Set\n### Threshold Set\n6 x 300m at threshold pace (comfortably hard)\n\u2022 Rest: 30 seconds between reps\n\u2022 This should feel challenging but sustainable\n\u2022 Focus on efficient stroke mechanics\n\n## Cool-down\n\u2022 400m easy swimming\n\n**Tips:** Threshold swimming builds your sustainable hard pace. Maintain form even when fatigued."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_dba5438fe7474550a1"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-14 13:00:00.000"
"SLAM_ad8d5471045a44b18d","Tempo Run
## Warm-up
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• 4x100m strides progressing to <PACE_ZONE_3_TEMPO>

## Main Set
• 5000m steady tempo at <PACE_ZONE_3_TEMPO>
• This should feel comfortably hard
• Sustainable for the entire duration
• Focus on consistent pacing and controlled breathing

## Cool-down
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• Light stretching focusing on legs

**Tips:** Tempo pace is your ""comfortably hard"" pace - harder than easy but sustainable for 20-60 minutes.","run","moderate","2309","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Tempo Run"", ""workout_instructions"": ""Tempo Run\n## Warm-up\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 4x100m strides progressing to <PACE_ZONE_3_TEMPO>\n\n## Main Set\n\u2022 5000m steady tempo at <PACE_ZONE_3_TEMPO>\n\u2022 This should feel comfortably hard\n\u2022 Sustainable for the entire duration\n\u2022 Focus on consistent pacing and controlled breathing\n\n## Cool-down\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Light stretching focusing on legs\n\n**Tips:** Tempo pace is your \""comfortably hard\"" pace - harder than easy but sustainable for 20-60 minutes."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_ad8d5471045a44b18d"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-07 19:00:00.000"
"SLAM_8ecb7c243a684aa1a1","VO2 Max Intervals
## Warm-up
• 25 min progressive warm-up
• Include 2x3min at <POWER_ZONE_3_TEMPO>

## Main Set
### VO2 Max Efforts
5 intervals of:
• 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)
• Very hard sustainable effort
• 4 min very easy recovery

## Cool-down
• 20 min very easy spinning

**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused.","ride","very hard","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 25 min progressive warm-up\n\u2022 Include 2x3min at <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### VO2 Max Efforts\n5 intervals of:\n\u2022 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)\n\u2022 Very hard sustainable effort\n\u2022 4 min very easy recovery\n\n## Cool-down\n\u2022 20 min very easy spinning\n\n**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_8ecb7c243a684aa1a1"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-16 20:00:00.000"
"SLAM_ac94d5407a90467ab6","Aerobic Endurance Set
## Warm-up
• 600m progressive build
• Include 200m drill work

## Main Set
### Main Swim
8 x 200m at moderate steady pace
• Rest: 20 seconds between reps
• Focus on consistent pacing
• Maintain good technique throughout

## Cool-down
• 400m easy mixed strokes

**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key.","swim","moderate","3600","3000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Aerobic Endurance Set"", ""workout_instructions"": ""Aerobic Endurance Set\n## Warm-up\n\u2022 600m progressive build\n\u2022 Include 200m drill work\n\n## Main Set\n### Main Swim\n8 x 200m at moderate steady pace\n\u2022 Rest: 20 seconds between reps\n\u2022 Focus on consistent pacing\n\u2022 Maintain good technique throughout\n\n## Cool-down\n\u2022 400m easy mixed strokes\n\n**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_ac94d5407a90467ab6"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-05 15:00:00.000"
"SLAM_aaed4c48e1594b0ea4","Hill Repeats - Power Development
## Warm-up
• 2000m easy running to hill location
• Dynamic leg swings and activation

## Main Set
### Hill Sprints
10 intervals of:
• 60-90 second hill sprint at maximum sustainable effort
• Focus on powerful drive from glutes and hamstrings
• Walk/jog back down for full recovery

## Cool-down
• 2000m easy running
• Extra stretching focus on calves and hip flexors

**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture.","run","very hard","1831","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Hill Repeats - Power Development"", ""workout_instructions"": ""Hill Repeats - Power Development\n## Warm-up\n\u2022 2000m easy running to hill location\n\u2022 Dynamic leg swings and activation\n\n## Main Set\n### Hill Sprints\n10 intervals of:\n\u2022 60-90 second hill sprint at maximum sustainable effort\n\u2022 Focus on powerful drive from glutes and hamstrings\n\u2022 Walk/jog back down for full recovery\n\n## Cool-down\n\u2022 2000m easy running\n\u2022 Extra stretching focus on calves and hip flexors\n\n**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_aaed4c48e1594b0ea4"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 01:00:00.000"
"SLAM_1fda2e571f804f64b2","Restorative Yoga Flow
## Duration
60 minutes

## Focus
• Gentle stretching and mobility work
• Breath awareness and relaxation
• Hip openers and spinal mobility
• Deep rest in final savasana

## Sequence
• Sun salutations (gentle pace)
• Standing poses and balance work
• Seated stretches and twists
• Supine relaxation poses

**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind.","yoga","easy","3600","","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Restorative Yoga Flow"", ""workout_instructions"": ""Restorative Yoga Flow\n## Duration\n60 minutes\n\n## Focus\n\u2022 Gentle stretching and mobility work\n\u2022 Breath awareness and relaxation\n\u2022 Hip openers and spinal mobility\n\u2022 Deep rest in final savasana\n\n## Sequence\n\u2022 Sun salutations (gentle pace)\n\u2022 Standing poses and balance work\n\u2022 Seated stretches and twists\n\u2022 Supine relaxation poses\n\n**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""yoga""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_1fda2e571f804f64b2"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-31 15:00:00.000"
"SLAM_4e0ce814814e43b690","Endurance Base Ride
## Warm-up
• 15 min progressive build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>

## Main Set
• 60 min steady riding at <POWER_ZONE_2_ENDURANCE>
• Maintain consistent power and cadence
• Focus on building aerobic capacity
• Stay comfortable throughout

## Cool-down
• 15 min easy spin at <POWER_ZONE_1_RECOVERY>

**Tips:** Base rides develop your aerobic engine. Consistency is more important than intensity.","ride","easy","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Endurance Base Ride"", ""workout_instructions"": ""Endurance Base Ride\n## Warm-up\n\u2022 15 min progressive build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 60 min steady riding at <POWER_ZONE_2_ENDURANCE>\n\u2022 Maintain consistent power and cadence\n\u2022 Focus on building aerobic capacity\n\u2022 Stay comfortable throughout\n\n## Cool-down\n\u2022 15 min easy spin at <POWER_ZONE_1_RECOVERY>\n\n**Tips:** Base rides develop your aerobic engine. Consistency is more important than intensity."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_4e0ce814814e43b690"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-31 11:00:00.000"
"SLAM_c67a057dadb34dffbd","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","2702","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_c67a057dadb34dffbd"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-12 15:00:00.000"
"SLAM_0a74b7ef63f84ae089","Aerobic Endurance Set
## Warm-up
• 600m progressive build
• Include 200m drill work

## Main Set
### Main Swim
8 x 200m at moderate steady pace
• Rest: 20 seconds between reps
• Focus on consistent pacing
• Maintain good technique throughout

## Cool-down
• 400m easy mixed strokes

**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key.","swim","moderate","3600","3000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Aerobic Endurance Set"", ""workout_instructions"": ""Aerobic Endurance Set\n## Warm-up\n\u2022 600m progressive build\n\u2022 Include 200m drill work\n\n## Main Set\n### Main Swim\n8 x 200m at moderate steady pace\n\u2022 Rest: 20 seconds between reps\n\u2022 Focus on consistent pacing\n\u2022 Maintain good technique throughout\n\n## Cool-down\n\u2022 400m easy mixed strokes\n\n**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_0a74b7ef63f84ae089"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-06 22:00:00.000"
"SLAM_d22f563ab8ef427f99","Tempo Run
## Warm-up
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• 4x100m strides progressing to <PACE_ZONE_3_TEMPO>

## Main Set
• 5000m steady tempo at <PACE_ZONE_3_TEMPO>
• This should feel comfortably hard
• Sustainable for the entire duration
• Focus on consistent pacing and controlled breathing

## Cool-down
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• Light stretching focusing on legs

**Tips:** Tempo pace is your ""comfortably hard"" pace - harder than easy but sustainable for 20-60 minutes.","run","moderate","3010","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Tempo Run"", ""workout_instructions"": ""Tempo Run\n## Warm-up\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 4x100m strides progressing to <PACE_ZONE_3_TEMPO>\n\n## Main Set\n\u2022 5000m steady tempo at <PACE_ZONE_3_TEMPO>\n\u2022 This should feel comfortably hard\n\u2022 Sustainable for the entire duration\n\u2022 Focus on consistent pacing and controlled breathing\n\n## Cool-down\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Light stretching focusing on legs\n\n**Tips:** Tempo pace is your \""comfortably hard\"" pace - harder than easy but sustainable for 20-60 minutes."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_d22f563ab8ef427f99"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-29 10:00:00.000"
"SLAM_3bcde100d38043df86","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_3bcde100d38043df86"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-14 06:00:00.000"
"SLAM_ad201c4b014a464a9f","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_ad201c4b014a464a9f"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-23 23:00:00.000"
"SLAM_0cb18e1e7647451590","VO2 Max Intervals
## Warm-up
• 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>
• 6x100m strides building to <PACE_ZONE_5_VO2MAX>

## Main Set
### VO2 Max Repeats
5 intervals of:
• 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)
• 400m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 1600m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued.","run","hard","2004","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\u2022 6x100m strides building to <PACE_ZONE_5_VO2MAX>\n\n## Main Set\n### VO2 Max Repeats\n5 intervals of:\n\u2022 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)\n\u2022 400m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 1600m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_0cb18e1e7647451590"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-11 06:00:00.000"
"SLAM_b5ef30a56a20402a82","5K Threshold Intervals
## Warm-up
• 1000m easy at <PACE_ZONE_2_ENDURANCE>

## Main Set
### Threshold Intervals
4 intervals of:
• 800m at <PACE_ZONE_4_THRESHOLD> (comfortably hard, sustainable effort)
• 200m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 800m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** Maintain consistent effort throughout each threshold segment. Focus on smooth, controlled breathing and efficient form.","run","hard","1944","5000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""5K Threshold Intervals"", ""workout_instructions"": ""5K Threshold Intervals\n## Warm-up\n\u2022 1000m easy at <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n### Threshold Intervals\n4 intervals of:\n\u2022 800m at <PACE_ZONE_4_THRESHOLD> (comfortably hard, sustainable effort)\n\u2022 200m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 800m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** Maintain consistent effort throughout each threshold segment. Focus on smooth, controlled breathing and efficient form."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_b5ef30a56a20402a82"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-02 22:00:00.000"
"SLAM_b92b265a2bc6465198","Easy Aerobic Run
## Warm-up
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Gradually progress to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 40 min continuous run at <PACE_ZONE_2_ENDURANCE>
• Maintain steady, comfortable pace
• Focus on developing aerobic base
• Breathing should remain comfortable throughout

## Cool-down
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Finish with light stretching

**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster.","run","easy","3600","14700","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Easy Aerobic Run"", ""workout_instructions"": ""Easy Aerobic Run\n## Warm-up\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Gradually progress to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 40 min continuous run at <PACE_ZONE_2_ENDURANCE>\n\u2022 Maintain steady, comfortable pace\n\u2022 Focus on developing aerobic base\n\u2022 Breathing should remain comfortable throughout\n\n## Cool-down\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Finish with light stretching\n\n**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_b92b265a2bc6465198"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-05 21:00:00.000"
"SLAM_4f19d84a157b4a00b4","Aerobic Endurance Set
## Warm-up
• 600m progressive build
• Include 200m drill work

## Main Set
### Main Swim
8 x 200m at moderate steady pace
• Rest: 20 seconds between reps
• Focus on consistent pacing
• Maintain good technique throughout

## Cool-down
• 400m easy mixed strokes

**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key.","swim","moderate","3600","3000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Aerobic Endurance Set"", ""workout_instructions"": ""Aerobic Endurance Set\n## Warm-up\n\u2022 600m progressive build\n\u2022 Include 200m drill work\n\n## Main Set\n### Main Swim\n8 x 200m at moderate steady pace\n\u2022 Rest: 20 seconds between reps\n\u2022 Focus on consistent pacing\n\u2022 Maintain good technique throughout\n\n## Cool-down\n\u2022 400m easy mixed strokes\n\n**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_4f19d84a157b4a00b4"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-03 11:00:00.000"
"SLAM_804768735ede448eb2","Hill Repeats - Power Development
## Warm-up
• 2000m easy running to hill location
• Dynamic leg swings and activation

## Main Set
### Hill Sprints
10 intervals of:
• 60-90 second hill sprint at maximum sustainable effort
• Focus on powerful drive from glutes and hamstrings
• Walk/jog back down for full recovery

## Cool-down
• 2000m easy running
• Extra stretching focus on calves and hip flexors

**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture.","run","very hard","2344","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Hill Repeats - Power Development"", ""workout_instructions"": ""Hill Repeats - Power Development\n## Warm-up\n\u2022 2000m easy running to hill location\n\u2022 Dynamic leg swings and activation\n\n## Main Set\n### Hill Sprints\n10 intervals of:\n\u2022 60-90 second hill sprint at maximum sustainable effort\n\u2022 Focus on powerful drive from glutes and hamstrings\n\u2022 Walk/jog back down for full recovery\n\n## Cool-down\n\u2022 2000m easy running\n\u2022 Extra stretching focus on calves and hip flexors\n\n**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_804768735ede448eb2"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-25 01:00:00.000"
"SLAM_a14cad753120476c9d","Recovery Run
## Warm-up
• 5 min easy jog at <PACE_ZONE_1_RECOVERY>
• Focus on relaxed form and gentle movement

## Main Set
• 30 min continuous run at <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>
• Keep effort conversational - you should be able to talk easily
• Focus on smooth, relaxed breathing
• Listen to your body and stay comfortable throughout

## Cool-down
• 5 min easy walk to jog at <PACE_ZONE_1_RECOVERY>
• Allow heart rate to gradually return to normal

**Tips:** This is an active recovery session. The goal is to promote blood flow and aid recovery, not to build fitness.","run","easy","2400","9919","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Run"", ""workout_instructions"": ""Recovery Run\n## Warm-up\n\u2022 5 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Focus on relaxed form and gentle movement\n\n## Main Set\n\u2022 30 min continuous run at <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\u2022 Keep effort conversational - you should be able to talk easily\n\u2022 Focus on smooth, relaxed breathing\n\u2022 Listen to your body and stay comfortable throughout\n\n## Cool-down\n\u2022 5 min easy walk to jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Allow heart rate to gradually return to normal\n\n**Tips:** This is an active recovery session. The goal is to promote blood flow and aid recovery, not to build fitness."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_a14cad753120476c9d"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-29 21:00:00.000"
"SLAM_f4128ca7a7f645599e","Track Repeats - Speed Development
## Warm-up
• 2000m easy at <PACE_ZONE_2_ENDURANCE>
• Dynamic drills
• 6x100m strides progressing to race pace

## Main Set
### Speed Intervals
8 intervals of:
• 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)
• 200m recovery walk/jog

## Cool-down
• 2000m easy jog at <PACE_ZONE_2_ENDURANCE>
• Thorough stretching

**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity.","run","very hard","1621","6000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Track Repeats - Speed Development"", ""workout_instructions"": ""Track Repeats - Speed Development\n## Warm-up\n\u2022 2000m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Dynamic drills\n\u2022 6x100m strides progressing to race pace\n\n## Main Set\n### Speed Intervals\n8 intervals of:\n\u2022 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)\n\u2022 200m recovery walk/jog\n\n## Cool-down\n\u2022 2000m easy jog at <PACE_ZONE_2_ENDURANCE>\n\u2022 Thorough stretching\n\n**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f4128ca7a7f645599e"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-07 12:00:00.000"
"SLAM_7946df3d569944fcba","VO2 Max Intervals
## Warm-up
• 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>
• 6x100m strides building to <PACE_ZONE_5_VO2MAX>

## Main Set
### VO2 Max Repeats
5 intervals of:
• 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)
• 400m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 1600m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued.","run","hard","2932","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\u2022 6x100m strides building to <PACE_ZONE_5_VO2MAX>\n\n## Main Set\n### VO2 Max Repeats\n5 intervals of:\n\u2022 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)\n\u2022 400m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 1600m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_7946df3d569944fcba"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-07 14:00:00.000"
